index,emoji,name,group,sub_group,codepoints
1125,👨🏾‍🎤,man singer: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 1F3A4
1126,👨🏿‍🎤,man singer: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 1F3A4
1127,👩‍🎤,woman singer,People & Body,person-role,1F469 200D 1F3A4
1128,👩🏻‍🎤,woman singer: light skin tone,People & Body,person-role,1F469 1F3FB 200D 1F3A4
1129,👩🏼‍🎤,woman singer: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 1F3A4
1130,👩🏽‍🎤,woman singer: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 1F3A4
1131,👩🏾‍🎤,woman singer: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 1F3A4
1132,👩🏿‍🎤,woman singer: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 1F3A4
1133,🧑‍🎨,artist,People & Body,person-role,1F9D1 200D 1F3A8
1134,🧑🏻‍🎨,artist: light skin tone,People & Body,person-role,1F9D1 1F3FB 200D 1F3A8
1135,🧑🏼‍🎨,artist: medium-light skin tone,People & Body,person-role,1F9D1 1F3FC 200D 1F3A8
1136,🧑🏽‍🎨,artist: medium skin tone,People & Body,person-role,1F9D1 1F3FD 200D 1F3A8
1137,🧑🏾‍🎨,artist: medium-dark skin tone,People & Body,person-role,1F9D1 1F3FE 200D 1F3A8
1138,🧑🏿‍🎨,artist: dark skin tone,People & Body,person-role,1F9D1 1F3FF 200D 1F3A8
1139,👨‍🎨,man artist,People & Body,person-role,1F468 200D 1F3A8
1140,👨🏻‍🎨,man artist: light skin tone,People & Body,person-role,1F468 1F3FB 200D 1F3A8
1141,👨🏼‍🎨,man artist: medium-light skin tone,People & Body,person-role,1F468 1F3FC 200D 1F3A8
1142,👨🏽‍🎨,man artist: medium skin tone,People & Body,person-role,1F468 1F3FD 200D 1F3A8
1143,👨🏾‍🎨,man artist: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 1F3A8
1144,👨🏿‍🎨,man artist: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 1F3A8
1145,👩‍🎨,woman artist,People & Body,person-role,1F469 200D 1F3A8
1146,👩🏻‍🎨,woman artist: light skin tone,People & Body,person-role,1F469 1F3FB 200D 1F3A8
1147,👩🏼‍🎨,woman artist: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 1F3A8
1148,👩🏽‍🎨,woman artist: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 1F3A8
1149,👩🏾‍🎨,woman artist: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 1F3A8
1150,👩🏿‍🎨,woman artist: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 1F3A8
1151,🧑‍✈️,pilot,People & Body,person-role,1F9D1 200D 2708 FE0F
1152,🧑‍✈,pilot,People & Body,person-role,1F9D1 200D 2708
1153,🧑🏻‍✈️,pilot: light skin tone,People & Body,person-role,1F9D1 1F3FB 200D 2708 FE0F
1154,🧑🏻‍✈,pilot: light skin tone,People & Body,person-role,1F9D1 1F3FB 200D 2708
1155,🧑🏼‍✈️,pilot: medium-light skin tone,People & Body,person-role,1F9D1 1F3FC 200D 2708 FE0F
1156,🧑🏼‍✈,pilot: medium-light skin tone,People & Body,person-role,1F9D1 1F3FC 200D 2708
1157,🧑🏽‍✈️,pilot: medium skin tone,People & Body,person-role,1F9D1 1F3FD 200D 2708 FE0F
1158,🧑🏽‍✈,pilot: medium skin tone,People & Body,person-role,1F9D1 1F3FD 200D 2708
1159,🧑🏾‍✈️,pilot: medium-dark skin tone,People & Body,person-role,1F9D1 1F3FE 200D 2708 FE0F
1160,🧑🏾‍✈,pilot: medium-dark skin tone,People & Body,person-role,1F9D1 1F3FE 200D 2708
1161,🧑🏿‍✈️,pilot: dark skin tone,People & Body,person-role,1F9D1 1F3FF 200D 2708 FE0F
1162,🧑🏿‍✈,pilot: dark skin tone,People & Body,person-role,1F9D1 1F3FF 200D 2708
1163,👨‍✈️,man pilot,People & Body,person-role,1F468 200D 2708 FE0F
1164,👨‍✈,man pilot,People & Body,person-role,1F468 200D 2708
1165,👨🏻‍✈️,man pilot: light skin tone,People & Body,person-role,1F468 1F3FB 200D 2708 FE0F
1166,👨🏻‍✈,man pilot: light skin tone,People & Body,person-role,1F468 1F3FB 200D 2708
1167,👨🏼‍✈️,man pilot: medium-light skin tone,People & Body,person-role,1F468 1F3FC 200D 2708 FE0F
1168,👨🏼‍✈,man pilot: medium-light skin tone,People & Body,person-role,1F468 1F3FC 200D 2708
1169,👨🏽‍✈️,man pilot: medium skin tone,People & Body,person-role,1F468 1F3FD 200D 2708 FE0F
1170,👨🏽‍✈,man pilot: medium skin tone,People & Body,person-role,1F468 1F3FD 200D 2708
1171,👨🏾‍✈️,man pilot: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 2708 FE0F
1172,👨🏾‍✈,man pilot: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 2708
1173,👨🏿‍✈️,man pilot: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 2708 FE0F
1174,👨🏿‍✈,man pilot: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 2708
1175,👩‍✈️,woman pilot,People & Body,person-role,1F469 200D 2708 FE0F
1176,👩‍✈,woman pilot,People & Body,person-role,1F469 200D 2708
1177,👩🏻‍✈️,woman pilot: light skin tone,People & Body,person-role,1F469 1F3FB 200D 2708 FE0F
1178,👩🏻‍✈,woman pilot: light skin tone,People & Body,person-role,1F469 1F3FB 200D 2708
1179,👩🏼‍✈️,woman pilot: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 2708 FE0F
1180,👩🏼‍✈,woman pilot: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 2708
1181,👩🏽‍✈️,woman pilot: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 2708 FE0F
1182,👩🏽‍✈,woman pilot: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 2708
1183,👩🏾‍✈️,woman pilot: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 2708 FE0F
1184,👩🏾‍✈,woman pilot: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 2708
1185,👩🏿‍✈️,woman pilot: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 2708 FE0F
1186,👩🏿‍✈,woman pilot: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 2708
1187,🧑‍🚀,astronaut,People & Body,person-role,1F9D1 200D 1F680
1188,🧑🏻‍🚀,astronaut: light skin tone,People & Body,person-role,1F9D1 1F3FB 200D 1F680
1189,🧑🏼‍🚀,astronaut: medium-light skin tone,People & Body,person-role,1F9D1 1F3FC 200D 1F680
1190,🧑🏽‍🚀,astronaut: medium skin tone,People & Body,person-role,1F9D1 1F3FD 200D 1F680
1191,🧑🏾‍🚀,astronaut: medium-dark skin tone,People & Body,person-role,1F9D1 1F3FE 200D 1F680
1192,🧑🏿‍🚀,astronaut: dark skin tone,People & Body,person-role,1F9D1 1F3FF 200D 1F680
1193,👨‍🚀,man astronaut,People & Body,person-role,1F468 200D 1F680
1194,👨🏻‍🚀,man astronaut: light skin tone,People & Body,person-role,1F468 1F3FB 200D 1F680
1195,👨🏼‍🚀,man astronaut: medium-light skin tone,People & Body,person-role,1F468 1F3FC 200D 1F680
1196,👨🏽‍🚀,man astronaut: medium skin tone,People & Body,person-role,1F468 1F3FD 200D 1F680
1197,👨🏾‍🚀,man astronaut: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 1F680
1198,👨🏿‍🚀,man astronaut: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 1F680
1199,👩‍🚀,woman astronaut,People & Body,person-role,1F469 200D 1F680
1200,👩🏻‍🚀,woman astronaut: light skin tone,People & Body,person-role,1F469 1F3FB 200D 1F680
1201,👩🏼‍🚀,woman astronaut: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 1F680
1202,👩🏽‍🚀,woman astronaut: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 1F680
1203,👩🏾‍🚀,woman astronaut: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 1F680
1204,👩🏿‍🚀,woman astronaut: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 1F680
1205,🧑‍🚒,firefighter,People & Body,person-role,1F9D1 200D 1F692
1206,🧑🏻‍🚒,firefighter: light skin tone,People & Body,person-role,1F9D1 1F3FB 200D 1F692
1207,🧑🏼‍🚒,firefighter: medium-light skin tone,People & Body,person-role,1F9D1 1F3FC 200D 1F692
1208,🧑🏽‍🚒,firefighter: medium skin tone,People & Body,person-role,1F9D1 1F3FD 200D 1F692
1209,🧑🏾‍🚒,firefighter: medium-dark skin tone,People & Body,person-role,1F9D1 1F3FE 200D 1F692
1210,🧑🏿‍🚒,firefighter: dark skin tone,People & Body,person-role,1F9D1 1F3FF 200D 1F692
1211,👨‍🚒,man firefighter,People & Body,person-role,1F468 200D 1F692
1212,👨🏻‍🚒,man firefighter: light skin tone,People & Body,person-role,1F468 1F3FB 200D 1F692
1213,👨🏼‍🚒,man firefighter: medium-light skin tone,People & Body,person-role,1F468 1F3FC 200D 1F692
1214,👨🏽‍🚒,man firefighter: medium skin tone,People & Body,person-role,1F468 1F3FD 200D 1F692
1215,👨🏾‍🚒,man firefighter: medium-dark skin tone,People & Body,person-role,1F468 1F3FE 200D 1F692
1216,👨🏿‍🚒,man firefighter: dark skin tone,People & Body,person-role,1F468 1F3FF 200D 1F692
1217,👩‍🚒,woman firefighter,People & Body,person-role,1F469 200D 1F692
1218,👩🏻‍🚒,woman firefighter: light skin tone,People & Body,person-role,1F469 1F3FB 200D 1F692
1219,👩🏼‍🚒,woman firefighter: medium-light skin tone,People & Body,person-role,1F469 1F3FC 200D 1F692
1220,👩🏽‍🚒,woman firefighter: medium skin tone,People & Body,person-role,1F469 1F3FD 200D 1F692
1221,👩🏾‍🚒,woman firefighter: medium-dark skin tone,People & Body,person-role,1F469 1F3FE 200D 1F692
1222,👩🏿‍🚒,woman firefighter: dark skin tone,People & Body,person-role,1F469 1F3FF 200D 1F692
1223,👮,police officer,People & Body,person-role,1F46E
1224,👮🏻,police officer: light skin tone,People & Body,person-role,1F46E 1F3FB
1225,👮🏼,police officer: medium-light skin tone,People & Body,person-role,1F46E 1F3FC
1226,👮🏽,police officer: medium skin tone,People & Body,person-role,1F46E 1F3FD
1227,👮🏾,police officer: medium-dark skin tone,People & Body,person-role,1F46E 1F3FE
1228,👮🏿,police officer: dark skin tone,People & Body,person-role,1F46E 1F3FF
1229,👮‍♂️,man police officer,People & Body,person-role,1F46E 200D 2642 FE0F
1230,👮‍♂,man police officer,People & Body,person-role,1F46E 200D 2642
1231,👮🏻‍♂️,man police officer: light skin tone,People & Body,person-role,1F46E 1F3FB 200D 2642 FE0F
1232,👮🏻‍♂,man police officer: light skin tone,People & Body,person-role,1F46E 1F3FB 200D 2642
1233,👮🏼‍♂️,man police officer: medium-light skin tone,People & Body,person-role,1F46E 1F3FC 200D 2642 FE0F
1234,👮🏼‍♂,man police officer: medium-light skin tone,People & Body,person-role,1F46E 1F3FC 200D 2642
1235,👮🏽‍♂️,man police officer: medium skin tone,People & Body,person-role,1F46E 1F3FD 200D 2642 FE0F
1236,👮🏽‍♂,man police officer: medium skin tone,People & Body,person-role,1F46E 1F3FD 200D 2642
1237,👮🏾‍♂️,man police officer: medium-dark skin tone,People & Body,person-role,1F46E 1F3FE 200D 2642 FE0F
1238,👮🏾‍♂,man police officer: medium-dark skin tone,People & Body,person-role,1F46E 1F3FE 200D 2642
1239,👮🏿‍♂️,man police officer: dark skin tone,People & Body,person-role,1F46E 1F3FF 200D 2642 FE0F
1240,👮🏿‍♂,man police officer: dark skin tone,People & Body,person-role,1F46E 1F3FF 200D 2642
1241,👮‍♀️,woman police officer,People & Body,person-role,1F46E 200D 2640 FE0F
1242,👮‍♀,woman police officer,People & Body,person-role,1F46E 200D 2640
1243,👮🏻‍♀️,woman police officer: light skin tone,People & Body,person-role,1F46E 1F3FB 200D 2640 FE0F
1244,👮🏻‍♀,woman police officer: light skin tone,People & Body,person-role,1F46E 1F3FB 200D 2640
1245,👮🏼‍♀️,woman police officer: medium-light skin tone,People & Body,person-role,1F46E 1F3FC 200D 2640 FE0F
1246,👮🏼‍♀,woman police officer: medium-light skin tone,People & Body,person-role,1F46E 1F3FC 200D 2640
1247,👮🏽‍♀️,woman police officer: medium skin tone,People & Body,person-role,1F46E 1F3FD 200D 2640 FE0F
1248,👮🏽‍♀,woman police officer: medium skin tone,People & Body,person-role,1F46E 1F3FD 200D 2640
1249,👮🏾‍♀️,woman police officer: medium-dark skin tone,People & Body,person-role,1F46E 1F3FE 200D 2640 FE0F
1250,👮🏾‍♀,woman police officer: medium-dark skin tone,People & Body,person-role,1F46E 1F3FE 200D 2640
1251,👮🏿‍♀️,woman police officer: dark skin tone,People & Body,person-role,1F46E 1F3FF 200D 2640 FE0F
1252,👮🏿‍♀,woman police officer: dark skin tone,People & Body,person-role,1F46E 1F3FF 200D 2640
1253,🕵️,detective,People & Body,person-role,1F575 FE0F
1254,🕵,detective,People & Body,person-role,1F575
1255,🕵🏻,detective: light skin tone,People & Body,person-role,1F575 1F3FB
1256,🕵🏼,detective: medium-light skin tone,People & Body,person-role,1F575 1F3FC
1257,🕵🏽,detective: medium skin tone,People & Body,person-role,1F575 1F3FD
1258,🕵🏾,detective: medium-dark skin tone,People & Body,person-role,1F575 1F3FE
1259,🕵🏿,detective: dark skin tone,People & Body,person-role,1F575 1F3FF
1260,🕵️‍♂️,man detective,People & Body,person-role,1F575 FE0F 200D 2642 FE0F
1261,🕵‍♂️,man detective,People & Body,person-role,1F575 200D 2642 FE0F
1262,🕵️‍♂,man detective,People & Body,person-role,1F575 FE0F 200D 2642
1263,🕵‍♂,man detective,People & Body,person-role,1F575 200D 2642
1264,🕵🏻‍♂️,man detective: light skin tone,People & Body,person-role,1F575 1F3FB 200D 2642 FE0F
1265,🕵🏻‍♂,man detective: light skin tone,People & Body,person-role,1F575 1F3FB 200D 2642
1266,🕵🏼‍♂️,man detective: medium-light skin tone,People & Body,person-role,1F575 1F3FC 200D 2642 FE0F
1267,🕵🏼‍♂,man detective: medium-light skin tone,People & Body,person-role,1F575 1F3FC 200D 2642
1268,🕵🏽‍♂️,man detective: medium skin tone,People & Body,person-role,1F575 1F3FD 200D 2642 FE0F
1269,🕵🏽‍♂,man detective: medium skin tone,People & Body,person-role,1F575 1F3FD 200D 2642
1270,🕵🏾‍♂️,man detective: medium-dark skin tone,People & Body,person-role,1F575 1F3FE 200D 2642 FE0F
1271,🕵🏾‍♂,man detective: medium-dark skin tone,People & Body,person-role,1F575 1F3FE 200D 2642
1272,🕵🏿‍♂️,man detective: dark skin tone,People & Body,person-role,1F575 1F3FF 200D 2642 FE0F
1273,🕵🏿‍♂,man detective: dark skin tone,People & Body,person-role,1F575 1F3FF 200D 2642
1274,🕵️‍♀️,woman detective,People & Body,person-role,1F575 FE0F 200D 2640 FE0F
1275,🕵‍♀️,woman detective,People & Body,person-role,1F575 200D 2640 FE0F
1276,🕵️‍♀,woman detective,People & Body,person-role,1F575 FE0F 200D 2640
1277,🕵‍♀,woman detective,People & Body,person-role,1F575 200D 2640
1278,🕵🏻‍♀️,woman detective: light skin tone,People & Body,person-role,1F575 1F3FB 200D 2640 FE0F
1279,🕵🏻‍♀,woman detective: light skin tone,People & Body,person-role,1F575 1F3FB 200D 2640
1280,🕵🏼‍♀️,woman detective: medium-light skin tone,People & Body,person-role,1F575 1F3FC 200D 2640 FE0F
1281,🕵🏼‍♀,woman detective: medium-light skin tone,People & Body,person-role,1F575 1F3FC 200D 2640
1282,🕵🏽‍♀️,woman detective: medium skin tone,People & Body,person-role,1F575 1F3FD 200D 2640 FE0F
1283,🕵🏽‍♀,woman detective: medium skin tone,People & Body,person-role,1F575 1F3FD 200D 2640
1284,🕵🏾‍♀️,woman detective: medium-dark skin tone,People & Body,person-role,1F575 1F3FE 200D 2640 FE0F
1285,🕵🏾‍♀,woman detective: medium-dark skin tone,People & Body,person-role,1F575 1F3FE 200D 2640
1286,🕵🏿‍♀️,woman detective: dark skin tone,People & Body,person-role,1F575 1F3FF 200D 2640 FE0F
1287,🕵🏿‍♀,woman detective: dark skin tone,People & Body,person-role,1F575 1F3FF 200D 2640
1288,💂,guard,People & Body,person-role,1F482
1289,💂🏻,guard: light skin tone,People & Body,person-role,1F482 1F3FB
1290,💂🏼,guard: medium-light skin tone,People & Body,person-role,1F482 1F3FC
1291,💂🏽,guard: medium skin tone,People & Body,person-role,1F482 1F3FD
1292,💂🏾,guard: medium-dark skin tone,People & Body,person-role,1F482 1F3FE
1293,💂🏿,guard: dark skin tone,People & Body,person-role,1F482 1F3FF
1294,💂‍♂️,man guard,People & Body,person-role,1F482 200D 2642 FE0F
1295,💂‍♂,man guard,People & Body,person-role,1F482 200D 2642
1296,💂🏻‍♂️,man guard: light skin tone,People & Body,person-role,1F482 1F3FB 200D 2642 FE0F
1297,💂🏻‍♂,man guard: light skin tone,People & Body,person-role,1F482 1F3FB 200D 2642
1298,💂🏼‍♂️,man guard: medium-light skin tone,People & Body,person-role,1F482 1F3FC 200D 2642 FE0F
1299,💂🏼‍♂,man guard: medium-light skin tone,People & Body,person-role,1F482 1F3FC 200D 2642
1300,💂🏽‍♂️,man guard: medium skin tone,People & Body,person-role,1F482 1F3FD 200D 2642 FE0F
1301,💂🏽‍♂,man guard: medium skin tone,People & Body,person-role,1F482 1F3FD 200D 2642
1302,💂🏾‍♂️,man guard: medium-dark skin tone,People & Body,person-role,1F482 1F3FE 200D 2642 FE0F
1303,💂🏾‍♂,man guard: medium-dark skin tone,People & Body,person-role,1F482 1F3FE 200D 2642
1304,💂🏿‍♂️,man guard: dark skin tone,People & Body,person-role,1F482 1F3FF 200D 2642 FE0F
1305,💂🏿‍♂,man guard: dark skin tone,People & Body,person-role,1F482 1F3FF 200D 2642
1306,💂‍♀️,woman guard,People & Body,person-role,1F482 200D 2640 FE0F
1307,💂‍♀,woman guard,People & Body,person-role,1F482 200D 2640
1308,💂🏻‍♀️,woman guard: light skin tone,People & Body,person-role,1F482 1F3FB 200D 2640 FE0F
1309,💂🏻‍♀,woman guard: light skin tone,People & Body,person-role,1F482 1F3FB 200D 2640
1310,💂🏼‍♀️,woman guard: medium-light skin tone,People & Body,person-role,1F482 1F3FC 200D 2640 FE0F
1311,💂🏼‍♀,woman guard: medium-light skin tone,People & Body,person-role,1F482 1F3FC 200D 2640
1312,💂🏽‍♀️,woman guard: medium skin tone,People & Body,person-role,1F482 1F3FD 200D 2640 FE0F
1313,💂🏽‍♀,woman guard: medium skin tone,People & Body,person-role,1F482 1F3FD 200D 2640
1314,💂🏾‍♀️,woman guard: medium-dark skin tone,People & Body,person-role,1F482 1F3FE 200D 2640 FE0F
1315,💂🏾‍♀,woman guard: medium-dark skin tone,People & Body,person-role,1F482 1F3FE 200D 2640
1316,💂🏿‍♀️,woman guard: dark skin tone,People & Body,person-role,1F482 1F3FF 200D 2640 FE0F
